GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,DATA_SOURCE: Data source,OBS_VALUE,OUTCOME: Outcome
MH,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.4,AL1CHILDDSCH
MH,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,8.7,SUICIDETHI
MH,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.5,AL1CHILDDSCH
MH,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,10.4,AL1CHILDDSCH
MH,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,5.2,AL1CHILDRSCH
MH,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,10.6,INJ
MH,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,18.5,AL1CHILDRSCH
MH,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,8.8,INJ
MH,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.8,AL1CHILDRSCH
MH,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,9.6,INJ
MH,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,17.3,AL1CHILDRSCH
MH,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,3.6,INJ
MH,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.2,HURT
MH,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,3.9,ABOR
MH,VAW_TOPIC_005,EVPART,EMO_INS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,31.9,HURT
MH,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,8.0,ABOR
MH,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,14.1,HURT
MH,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,8.6,ABOR
MH,VAW_TOPIC_005,EVPART,EMO_SCA,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,32.5,HURT
MH,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,ABOR
MH,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,21.0,AL1CHILDNIGHT
MH,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.4,AL1CHILDNIGHT
MH,VAW_TOPIC_006,EVPART,CONT_FRIENDS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,39.0,AL1CHILDNIGHT
MH,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDNIGHT
MH,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,27.1,AL1CHILDNIGHT
MH,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,37.5,INJ
MH,VAW_TOPIC_006,EVPART,CONT_OTHMAN,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,42.4,INJ
MH,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,INJ
MH,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,28.8,LOSCONS
MH,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,35.7,HURT
MH,VAW_TOPIC_006,EVPART,CONT_UNFAITH,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,43.1,INJ
MH,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,49.0,INJ
MH,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,40.4,INJ
MH,VAW_TOPIC_006,EVPART,CONT_WHERE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,70.9,EMODIST
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,HEALTHAFF
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHSTA
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,21.7,PAIN
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,3.5,PROBMEM
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,16.8,PROBUSUAL
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,28.3,SUICIDEATT
MH,VAW_TOPIC_007,EVPART,PHYS,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,33.3,SUICIDETHI
MH,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,36.3,ABOR
MH,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,MISC
MH,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,STILB
MH,VAW_TOPIC_007,EVPART,PHYSORSEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
MH,VAW_TOPIC_007,EVPART,SEX,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,MISC
MH,VAW_TOPIC_007,EVPART,SEX,NONPART,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.8,STILB
MH,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,19.5,CONCENTRATE
MH,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,LOSCONF
MH,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,WORK
MH,VAW_TOPIC_007,EVPART,SEX,NONPART,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.0,DISWORK
MH,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.5,AL1CHILDBEDW
MH,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDDSCH
MH,VAW_TOPIC_008,EVPART,PHYS,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,23.6,AL1CHILDNIGHT
MH,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDQUIET
MH,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.9,AL1CHILDRSCH
MH,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.3,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.1,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.2,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.2,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_008,EVPART,PHYS,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.1,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.0,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.5,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.1,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,FAMMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.9,LOSCONS
MH,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.0,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHFEM,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.4,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.3,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_009,EVPART,SEX,OTHMAL,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,4.5,AL1CHILDAGGR
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,PARTNER,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,PARTNER,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.8,SUICIDEATT
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.4,AL1CHILDAGGR
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDQUIET
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,FAMMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.6,WORK
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDQUIET
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHFEM,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.0,WORK
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDQUIET
MH,VAW_TOPIC_010,EVPART,SEX_CHILD,OTHMAL,ALOLIFE,BEFORE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.6,WORK
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDQUIET
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,15.8,WORK
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIRENDS,AFRKILL,FRIENDS,DHS,38.1,AL1CHILDQUIET
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIRENDS,AFRKILL,FRIENDS,FHSS,20.2,WORK
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,HUSBAND,AFRKILL,FRIENDS,DHS,11.2,AL1CHILDQUIET
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,HUSBAND,AFRKILL,FRIENDS,FHSS,8.4,WORK
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,LEFT,AFRKILL,FRIENDS,DHS,20.98679092382496,HEALTHSTA
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,LEFT,AFRKILL,FRIENDS,FHSS,50.9,HEALTHSTA
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,NEVER,AFRKILL,FRIENDS,DHS,51.8,HEALTHSTA
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,NEVER,AFRKILL,FRIENDS,FHSS,54.4,HEALTHSTA
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,PARENTS,AFRKILL,FRIENDS,DHS,68.4,HEALTHSTA
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,PARENTS,AFRKILL,FRIENDS,FHSS,15.0,HEALTHSTA
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,POLICE,AFRKILL,FRIENDS,DHS,2.8,CONCENTRATE
MH,VAW_TOPIC_016,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,POLICE,AFRKILL,FRIENDS,FHSS,1.1,CONCENTRATE
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,CONCENTRATE
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,11.0,CONCENTRATE
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,HUSBPF,DHS,20.98679092382496,CONCENTRATE
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,HUSBPF,FHSS,11.1,CONCENTRATE
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,NOONE,DHS,20.98679092382496,PROBWALK
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,NOONE,FHSS,54.3,AL1CHILDAGGR
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,PARENTS,DHS,20.98679092382496,PROBWALK
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,PARENTS,FHSS,14.3,AL1CHILDAGGR
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,POLICE,DHS,20.98679092382496,PROBWALK
MH,VAW_TOPIC_017,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,POLICE,FHSS,1.0,AL1CHILDAGGR
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PROBWALK
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.9,AL1CHILDAGGR
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,ECOURAGED,FRIENDS,DHS,20.98679092382496,SUICIDETHI
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,ECOURAGED,FRIENDS,FHSS,16.6,SUICIDETHI
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,INJURED,FRIENDS,DHS,20.98679092382496,LOSCONF
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,INJURED,FRIENDS,FHSS,47.8,LOSCONF
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,NOMORE,FRIENDS,DHS,20.98679092382496,LOSCONF
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,NOMORE,FRIENDS,FHSS,15.5,LOSCONF
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRCHILD,FRIENDS,DHS,20.98679092382496,SUICIDETHI
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRCHILD,FRIENDS,FHSS,0.0,LOSCONF
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRKILL,FRIENDS,DHS,20.98679092382496,LOSCONF
MH,VAW_TOPIC_018,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,THRKILL,FRIENDS,FHSS,20.5,AL1CHILDRSCH
NR,VAW_TOPIC_001,EVPART,CONT_ECON,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,18.3,INJ
NR,VAW_TOPIC_001,EVPART,EMO,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDRSCH
NR,VAW_TOPIC_001,EVPART,EMO,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
NR,VAW_TOPIC_001,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.6,AL1CHILDRSCH
NR,VAW_TOPIC_001,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,46.6,INJ
NR,VAW_TOPIC_001,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,22.1,AL1CHILDRSCH
NR,VAW_TOPIC_001,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,48.1,INJ
NR,VAW_TOPIC_001,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,9.9,HURT
NR,VAW_TOPIC_001,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.6,ABOR
NR,VAW_TOPIC_001,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,25.4,HURT
NR,VAW_TOPIC_002,EVPART,PHYS_MOD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
NR,VAW_TOPIC_002,EVPART,PHYS_SEV,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HURT
NR,VAW_TOPIC_003,EVPART,PHYS_CHOK,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
NR,VAW_TOPIC_003,EVPART,PHYS_CHOK,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,17.5,HURT
NR,VAW_TOPIC_003,EVPART,PHYS_FIST,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,ABOR
NR,VAW_TOPIC_003,EVPART,PHYS_FIST,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,58.7,AL1CHILDNIGHT
NR,VAW_TOPIC_003,EVPART,PHYS_KICK,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDNIGHT
NR,VAW_TOPIC_003,EVPART,PHYS_KICK,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,43.5,AL1CHILDNIGHT
NR,VAW_TOPIC_003,EVPART,PHYS_PUSH,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDNIGHT
NR,VAW_TOPIC_003,EVPART,PHYS_PUSH,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,68.2,AL1CHILDNIGHT
NR,VAW_TOPIC_003,EVPART,PHYS_SLAP,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
NR,VAW_TOPIC_003,EVPART,PHYS_SLAP,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,84.1,INJ
NR,VAW_TOPIC_003,EVPART,PHYS_WEAP,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
NR,VAW_TOPIC_003,EVPART,PHYS_WEAP,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,27.0,LOSCONS
NR,VAW_TOPIC_004,EVPART,SEX_AFRAID,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HURT
NR,VAW_TOPIC_004,EVPART,SEX_AFRAID,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,30.2,INJ
NR,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,LOSCONS
NR,VAW_TOPIC_004,EVPART,SEX_DEGRAD,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,28.6,INJ
NR,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
NR,VAW_TOPIC_004,EVPART,SEX_FORCE,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,23.8,EMODIST
NR,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHAFF
NR,VAW_TOPIC_005,EVPART,EMO_HUM,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HEALTHSTA
