GEO_PICT: Pacific Island Countries and territories,TOPIC: Topic,CONDITION: Women’s condition,VIOLENCE_TYPE: Type of violence,PERPETRATOR: Perpetrator,ACTUALITY: Actuality,LIFEPER: Period of life,RESPONSE: Response,HELP_REASON: Reason for searching help,HELP_PROVIDER: Help provider,DATA_SOURCE: Data source,OBS_VALUE,OUTCOME: Outcome
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBWALK
KI,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,Kiribati MICS 2018-2019,20.98679092382496,PROBUSUAL
MH,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,52.4,SUICIDETHI
MH,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDETHI
MH,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,49.3,AL1CHILDDSCH
MH,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDDSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,43.4,AL1CHILDDSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,3.8,AL1CHILDDSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,SUICIDETHI
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.2,AL1CHILDDSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDDSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.3,AL1CHILDRSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,42.0,PROBUSUAL
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,21.3,AL1CHILDRSCH
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PROBUSUAL
MH,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,12.3,AL1CHILDRSCH
MH,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,32.9,INJ
MH,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDRSCH
MH,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,32.6,INJ
MH,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,HURT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,ABOR
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,21.5,HURT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,ABOR
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,65.8,HURT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,ABOR
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,36.6,HURT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,ABOR
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,13.9,AL1CHILDNIGHT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDNIGHT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,12.8,AL1CHILDNIGHT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDNIGHT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.6,AL1CHILDNIGHT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,INJ
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.4,INJ
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,INJ
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,6.2,LOSCONS
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,HURT
MH,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,8.5,INJ
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,LOSCONS
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,0.7,INJ
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,INJ
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,21.3,EMODIST
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,HEALTHAFF
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.3,HEALTHSTA
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PAIN
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,1.2,PROBMEM
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PROBUSUAL
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,31.4,PROBWALK
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,SUICIDEATT
MH,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,15.3,SUICIDETHI
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,ABOR
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,19.2,MISC
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,STILB
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.0,ABOR
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,MISC
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.3,STILB
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,CONCENTRATE
MH,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,24.8,LOSCONF
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,WORK
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,29.4,DISWORK
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDAGGR
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,22.3,AL1CHILDBEDW
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDDSCH
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.3,AL1CHILDNIGHT
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,AL1CHILDQUIET
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,31.7,AL1CHILDRSCH
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PROBUSUAL
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,26.8,PROBUSUAL
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,DHS,20.98679092382496,PROBUSUAL
MH,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,12.2,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,15.9,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,1.6,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,17.5,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,50.8,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,15.9,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,36.4,PROBUSUAL
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,PROBUSUAL
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDAGGR
NR,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,SUICIDEATT
NR,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,9.1,AL1CHILDAGGR
NR,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.3,AL1CHILDAGGR
NR,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.9,AL1CHILDQUIET
NR,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,10.9,WORK
NR,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDQUIET
NR,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,WORK
NR,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDQUIET
NR,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,WORK
NR,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDQUIET
NR,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,WORK
PG,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,62.7,AL1CHILDQUIET
PG,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,60.1,WORK
PG,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,59.3,AL1CHILDQUIET
PG,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,WORK
PG,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,HEALTHSTA
PG,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,HEALTHSTA
PG,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,HEALTHSTA
PG,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,67.9,HEALTHSTA
PG,VAW_TOPIC_011,EVPART,SEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,66.1,HEALTHSTA
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,HEALTHSTA
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,CONCENTRATE
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,CONCENTRATE
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,CONCENTRATE
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,CONCENTRATE
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,CONCENTRATE
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,CONCENTRATE
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,PROBWALK
PG,VAW_TOPIC_012,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,AL1CHILDAGGR
PG,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,PROBWALK
PG,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,AL1CHILDAGGR
PG,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,PROBWALK
PG,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,AL1CHILDAGGR
PG,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,PROBWALK
PG,VAW_TOPIC_013,EVPREG,PHYS,PARTNER,ALOLIFE,PREGNANCY,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,AL1CHILDAGGR
PG,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,SUICIDETHI
PG,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,SUICIDETHI
PG,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,LOSCONF
PG,VAW_TOPIC_014,W4M,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,LOSCONF
PG,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,LOSCONF
PG,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,LOSCONF
PG,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,SUICIDETHI
PG,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,LOSCONF
PG,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,LOSCONF
PG,VAW_TOPIC_015,CHI614,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,PNG DHS 2016-2018,20.98679092382496,AL1CHILDRSCH
PW,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,INJ
PW,VAW_TOPIC_011,EVPART,PHYS,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,20.98679092382496,AL1CHILDRSCH
PW,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,7.2,INJ
PW,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALO12M,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,2.7,AL1CHILDRSCH
PW,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,18.5,INJ
PW,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,46.9,AL1CHILDRSCH
PW,VAW_TOPIC_011,EVPART,PHYSORSEX,PARTNER,ALOLIFE,SINCE15,FIGHT,AFRKILL,FRIENDS,FHSS,11.2,INJ
